F1,F2,F3,F4,F5,F6,P1,LI,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
0,3626.6,4257.7,9.7034,26.805,42.371,3000,73.767,120.43,0.20513,73.004,50.29,2920.4,24.709,49.768,3445.9,22.368,67.305,462.94,308.35,95.67,73.081
